docid,content
1258,"2018 Jeep Grand Cherokee Limited, 29699, Bright White Clearcoat, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 32588, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1259,"2018 GMC Sierra 1500 SLT, 49312, Onyx Black, Jet Black, Four-wheel Drive, 0–20, Gasoline, Automatic, Gas V8 5.3L/325, 16905, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1260,"2019 Honda CR-V LX, 26982, Modern Steel Metallic, Black, All-wheel Drive, 0–31, Gasoline, Variable, Regular Unleaded I-4 2.4 L/144, 31593, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1261,"2019 Honda Civic LX, 20982, Molten Lava Pearl, Black, Front-wheel Drive, 0–38, Gasoline, Variable, Regular Unleaded I-4 2.0 L/122, 25951, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1262,"2013 Ford Explorer XLT, 17995, Ingot Silver Metallic, Medium Light Stone, Four-wheel Drive, 17–23, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 93129, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1263,"2020 Toyota Highlander XLE, 43300, Blue, Black, All-wheel Drive, 20–27, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 21348, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1264,"2014 Honda Accord EX-L, 17370, Alabaster Silver Metallic, Ivory, Front-wheel Drive, 27–36, Gasoline, Automatic CVT, 2.4L I4 16V GDI DOHC, 83424, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1265,"2018 BMW 430 Gran Coupe i xDrive, 32800, Alpine White, Golden Brown, All-wheel Drive, 23–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 25247, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1266,"2019 Lexus RX 350 350, 48900, Nebula Gray Pearl, Gray, Front-wheel Drive, 20–28, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 11987, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1267,"2019 Chrysler Pacifica Touring-L Plus, 38999, Granite Crystal Metallic Clearcoat, Black/Black/Black, Front-wheel Drive, 19–28, Gasoline, 9-Speed 948TE Automatic, V6 Cylinder Engine, 27723, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1268,"2013 BMW M5 Base, 37990, White, Red, Rear-wheel Drive, 14–20, Gasoline, 7-Speed Automatic with Auto-Shift, 4.4L V8 32V GDI DOHC Twin Turbo, 52491, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1269,"2018 Tesla Model S 75D, 59990, Black, Black, All-wheel Drive, 102–105, Electric, 1-Speed Automatic, Electric, 27992, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1270,"2013 Cadillac SRX Performance Collection, 13995, Green, Tan, All-wheel Drive, 16–23, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 87200, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1271,"2018 Ford F-150 XLT, 36521, Blue Jeans Metallic, Medium Earth Gray, Four-wheel Drive, 16–22, E85 Flex Fuel, 10-Speed Automatic, 8 Cylinder Engine, 89378, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1272,"2019 Chevrolet Colorado ZR2, 43555, Shadow Gray Metallic, Jet Black, Four-wheel Drive, 16–18, Gasoline, Automatic, 3.6L V6 24V GDI DOHC, 31982, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1273,"2017 Toyota Corolla SE, 18998, Slate Metallic, Black, Front-wheel Drive, 28–35, Gasoline, Automatic CVT, 1.8L I4 16V MPFI DOHC, 49346, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1274,"2019 Acura ILX Base, 24989, Platinum White Pearl, Ebony, Front-wheel Drive, 24–34, Gasoline, 8-Speed Automatic with Auto-Shift, 2.4L I4 16V GDI DOHC, 27554, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1275,"2016 BMW X3 xDrive28i, 22369, Deep Sea Blue Metallic, Sand Beige, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 87596, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1276,"2015 Ferrari F12berlinetta Base, 289000, White, Brown, Rear-wheel Drive, 11–16, Gasoline, 7-Speed Automatic with Auto-Shift, 6.3L V12 48V GDI DOHC, 4505, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1277,"2013 BMW M5 Base, 38895, Gray, Black, Rear-wheel Drive, 14–20, Gasoline, 7-Speed Automatic with Auto-Shift, 4.4L V8 32V GDI DOHC Twin Turbo, 77612, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1278,"2018 Toyota RAV4 XLE, 27500, Black, Black, All-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 73002, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1279,"2019 Chevrolet Silverado 1500 Custom, 39995, Black, Jet Black, Four-wheel Drive, 15–20, Gasoline, 6-Speed Automatic, 4.3L V6 12V GDI OHV, 20137, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1280,"2018 Subaru Outback 2.5i Limited, 32496, Crystal Black Silica, Black, All-wheel Drive, 25–32, Gasoline, Automatic CVT, 2.5L H4 16V MPFI DOHC, 36857, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1281,"2020 Honda CR-V EX-L, 34993, Sonic Gray Pearl, Black, All-wheel Drive, 27–32, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 13453, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1282,"2016 Ford F-150 XLT, 23490, Oxford White, –, Rear-wheel Drive, 18–25, E85 Flex Fuel, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC Flexible Fuel, 141742, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1283,"2020 RAM 3500 Tradesman, 64599, Bright White Clearcoat, Diesel Gray / Black, Four-wheel Drive, Transmission, Diesel, 6-Speed Automatic, 6.7L I6 24V DDI OHV Turbo Diesel, 7199, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1284,"2018 Toyota RAV4 LE, 26447, Black, Black, Front-wheel Drive, 23–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 16929, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1285,"2018 Porsche Cayenne NAV CLMT STS PARK ASST 19IN WLS, 51990, Gray, Luxor Beige, All-wheel Drive, Transmission, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 40416, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1286,"2011 Lexus ES 350 Base, 19998, Starfire Pearl, Parchment, Front-wheel Drive, 19–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 57451, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1287,"2019 Honda CR-V EX-L, 31428, Crystal Black Pearl, Black, Front-wheel Drive, 28–34, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 23100, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1288,"2011 Chevrolet Corvette Base, 26495, Silver, Black, Rear-wheel Drive, Transmission, Gasoline, 6-Speed Automatic, 6.2L V8 16V MPFI OHV, 79440, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1289,"2018 BMW 530e iPerformance, 40391, Alpine White, –, Rear-wheel Drive, Transmission, Hybrid, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo Hybrid, 15353, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1290,"2009 Audi Q7 4.2 Prestige, 3500, Gray, Limestone Gray, All-wheel Drive, 13–18, Gasoline, 6-Speed Automatic, 4.2L V8 32V GDI DOHC, 18653, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1291,"2018 BMW 530e iPerformance, 38991, Jet Black, Black, Rear-wheel Drive, Transmission, Hybrid, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo Hybrid, 19689, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1292,"2018 Jeep Grand Cherokee Limited, 31000, Bright White Clearcoat, Black, Four-wheel Drive, 0–25, Gasoline, Automatic, Regular Unleaded V-6 3.6 L/220, 33797, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1293,"2009 Porsche Cayenne GTS, 17449, White, Beige, All-wheel Drive, 13–18, Gasoline, 6-Speed Automatic, 4.8L V8 32V GDI DOHC, 134460, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1294,"2018 Jeep Wrangler JK Unlimited Rubicon, 48491, Bright White Clearcoat, Black, Four-wheel Drive, 16–21, Gasoline, 5-Speed Automatic, 3.6L V6 24V MPFI DOHC, 18073, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1295,"2018 Kia Soul Base, 15990, Shadow Black, Black, Front-wheel Drive, 25–30, Gasoline, 6-Speed Automatic, 1.6L I4 16V GDI DOHC, 43429, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1296,"2020 Honda Civic Sport, 25491, Crystal Black Pearl, Black, Front-wheel Drive, 29–37, Gasoline, Automatic CVT, 2.0L I4 16V MPFI DOHC, 23657, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1297,"2019 Acura MDX 3.5L, 34383, Majestic Black Pearl, Parchment, Front-wheel Drive, 20–27, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 17356, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1298,"2020 Lexus NX 300 F Sport, 39423, Gray, Red, Front-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.0L I4 16V PDI DOHC Turbo, 13924, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1299,"2019 Mercedes-Benz AMG C 63 Base, 78851, Obsidian Black Metallic, Platinum White Pearl, Rear-wheel Drive, 17–24, Gasoline, 9-Speed Automatic, 4.0L V8 32V GDI DOHC Twin Turbo, 11402, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1300,"2020 Honda Civic LX, 24989, Red, Black, Front-wheel Drive, 30–38, Gasoline, Automatic CVT, 2.0L I4 16V MPFI DOHC, 12288, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1301,"2018 Ford Edge SEL, 28500, Shadow Black, Ebony, Front-wheel Drive, 20–29, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 25820, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1302,"2018 Chevrolet Cruze LS, 16998, Red, –, FWD, 29–40, Gasoline, 6-Speed Automatic, 1.4L I4 16V GDI DOHC Turbo, 49117, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1303,"2020 Toyota Corolla LE, 24980, Super White, Black, Front-wheel Drive, 30–38, Gasoline, Automatic CVT, 1.8L I4 16V MPFI DOHC, 15506, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1304,"2018 Toyota 4Runner Limited 4WD, 45995, Magnetic Gray Metallic, Black, Four-wheel Drive, 17–20, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 53855, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1305,"2011 Honda Pilot EX-L, 15000, Gray, Gray, Four-wheel Drive, 16–22, Gasoline, 5-Speed Automatic, 3.5L V6 24V MPFI SOHC, 129458, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1306,"2018 Tesla Model S P100D, 94998, Black, Black, All-wheel Drive, 92–105, Electric, 1-Speed Automatic, Electric, 11199, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1307,"2011 Toyota Sienna Limited, 19456, Sand, Bisque, Front-wheel Drive, 18–24, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 91829, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1308,"2005 Lexus LX 470 , 14995, Gray, Gray, Four-wheel Drive, 13–17, Gasoline, 5-Speed Automatic, 4.7L V8 32V MPFI DOHC, 201658, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1309,"2018 Cadillac XT5 Luxury, 36000, Stellar Black Metallic, Cirrus, All-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 15474, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1310,"2014 Ford Escape SE, 8900, Tuxedo Black, Charcoal Black, Front-wheel Drive, 23–32, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 144775, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1311,"2018 BMW X1 xDrive28i, 28450, White Metallic, Black, All-wheel Drive, 22–31, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 31127, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1312,"2018 Hyundai Sonata Limited, 24500, Machine Gray, Graphite, Front-wheel Drive, 25–35, Gasoline, 6-Speed Automatic, 2.4L I4 16V GDI DOHC, 14800, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1313,"2019 Ford Explorer XLT, 37728, RECON, Ebony Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 6120, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1314,"2017 Acura MDX 3.5L w/Technology Package, 32987, Crystal Black Pearl, Espresso, All-wheel Drive, 18–26, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 64027, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1315,"2017 BMW 330 i xDrive, 27175, Alpine White, Venetian Beige, All-wheel Drive, 23–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 34843, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1316,"2019 Acura RDX Technology Package, 37225, White Diamond Pearl, Parchment, All-wheel Drive, 21–27, Gasoline, 10-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 17943, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1317,"2015 Mercedes-Benz E-Class E 350 4MATIC, 26223, White, –, All-wheel Drive, 20–28, Gasoline, 7-Speed Automatic, 3.5L V6 24V GDI DOHC, 50254, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1318,"2019 Audi Q8 3.0T Premium, 68999, Orca Black Metallic, Black, All-wheel Drive, 17–22, Hybrid, 8-Speed Automatic, 3.0L V6 24V GDI DOHC Turbo Hybrid, 10225, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1319,"2018 Mercedes-Benz GLC 300 Base 4MATIC, 38167, Lunar Blue Metallic, Silk Beige / Black, All-wheel Drive, 21–28, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 38675, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1320,"2008 Mercedes-Benz GL-Class GL 450 4MATIC, 16995, Gold, Beige, AWD, 13–18, Gasoline, 7-Speed Automatic, 4.6L V8 32V MPFI DOHC, 60149, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1321,"2017 Audi SQ5 3.0T Premium Plus, 42997, Mythos Black Metallic, Black, All-wheel Drive, 17–24, Gasoline, 8-Speed Automatic, 3.0L V6 24V GDI DOHC Supercharged, 21387, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1322,"2015 Cadillac SRX Luxury Collection, 18864, Graphite Metallic, Ebony, Front-wheel Drive, 17–24, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 82519, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1323,"2012 Acura MDX 3.7L Advance, 13900, Black, Black, All-wheel Drive, 16–21, Gasoline, 6-Speed Automatic, 3.7L V6 24V MPFI SOHC, 143059, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1324,"2008 Toyota 4Runner Sport, 14600, Blizzard Pearl, Dark Charcoal, Four-wheel Drive, 16–20, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 137306, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1325,"2010 Lexus RX 350 Base, 16776, Silver, –, All-wheel Drive, 18–24, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 89508, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1326,"2016 Toyota Highlander XLE, 33500, Ooh La La Rouge Mica, Almond, AWD, 18–24, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 42235, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1327,"2005 Chevrolet Tahoe LT, 16797, Silver, Gray, Four-wheel Drive, Transmission, Gasoline, 4-Speed Automatic, 5.3L V8 16V MPFI OHV, 76270, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1328,"2016 Subaru Outback 2.5i Limited, 23934, Ice Silver Metallic, Black, All-wheel Drive, 25–33, Gasoline, Automatic CVT, 2.5L H4 16V MPFI DOHC, 47269, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1329,"2020 Ford Explorer ST, 46946, Agate Black Metallic, Ebony, Four-wheel Drive, 18–24, Gasoline, 10-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 19762, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
1330,"2020 Hyundai Palisade Limited, 47200, Lagoon Silver, Black, Front-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 22456, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
