,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
2711,2020 Toyota Camry SE,26357,Predawn Gray Mica,Ash,Front-wheel Drive,28–39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,35455,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.5,I4,33.5,8,moderate
2712,2018 Cadillac XT5 Luxury,31000,Blue,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,34182,True,True,True,True,False,True,True,True,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
2713,2020 Honda CR-V LX,28995,Platinum White Pearl,Ivory,All-wheel Drive,0–32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,10002,False,False,False,False,False,True,True,False,2020,AWD,Gasoline,True,1.5,I4,16.0,-1,moderate
2714,2019 Audi Q8 3.0T Premium,66587,Orca Black Metallic,Black,All-wheel Drive,17–22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,24722,True,True,True,False,True,True,True,False,2019,AWD,Gasoline,True,3.0,V6,19.5,8,expensive
2715,2015 Mercedes-Benz C-Class C 300,26881,Polar White,–,All-wheel Drive,24–31,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,67143,False,False,False,False,False,True,True,False,2015,AWD,Gasoline,True,2.0,I4,27.5,7,moderate
2716,2018 Audi A4 2.0T ultra Premium,31995,Brilliant Black,Black,Front-wheel Drive,27–37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,25183,True,False,True,False,False,True,True,True,2018,FWD,Gasoline,True,2.0,I4,32.0,7,moderate
2717,2019 Honda CR-V EX,29500,Dark Olive Metallic,Black,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,10119,True,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
2718,2019 BMW X3 xDrive30i,39291,White Metallic,Canberra Beige,All-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,36927,True,True,True,False,True,True,True,True,2019,AWD,Gasoline,True,2.0,I4,25.5,8,moderate
2719,2019 GMC Acadia SLT-1,36983,Ebony Twilight Metallic,Jet Black,All-wheel Drive,17–25,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,46598,True,False,False,True,True,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.0,6,moderate
2720,2018 Audi Q5 2.0T Premium Plus,36991,Ibis White,Black,All-wheel Drive,23–27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,35117,False,False,True,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,25.0,7,moderate
2721,2019 Ford Flex Limited,29990,Agate Black,Charcoal Black,All-wheel Drive,16–22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,63296,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,False,3.5,V6,19.0,6,moderate
2722,2019 Land Rover Range Rover Sport HSE Dynamic,79881,Fuji White,Ebony / Vintage Tan,Four-wheel Drive,17–23,Gasoline,Automatic,V6,21309,True,True,True,True,False,True,True,False,2019,AWD,Gasoline,False,-1.0,V6,20.0,-1,expensive
2723,2018 Ford F-150 XLT,38998,Shadow Black,Black,Four-wheel Drive,18–23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,28116,True,False,True,True,False,True,True,False,2018,AWD,Gasoline,True,2.7,V6,20.5,10,moderate
2724,2020 Toyota 4Runner SR5 Premium,41592,Super White,Black / Graphite,Four-wheel Drive,16–19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,41745,True,False,False,False,False,True,True,False,2020,AWD,Gasoline,False,4.0,V6,17.5,5,moderate
2725,2017 Kia Soul Base,13799,Silver,Black,Front-wheel Drive,25–30,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC,71732,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,False,1.6,I4,27.5,6,cheap
2726,2021 RAM 3500 Laramie,81000,Granite Crystal,Black,Four-wheel Drive,Transmission,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,6172,True,True,True,True,True,True,True,False,2021,AWD,Diesel,True,6.7,I6,-1.0,6,expensive
2727,2018 INFINITI QX30 Premium,28500,Graphite Shadow,Wheat,All-wheel Drive,21–30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,22261,True,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,25.5,7,moderate
2728,2019 Jaguar F-PACE 25t Premium,43995,Fuji White,Latte / Ebony,All-wheel Drive,22–27,Gasoline,Automatic,I4,32772,False,False,False,True,False,True,True,False,2019,AWD,Gasoline,False,-1.0,I4,24.5,-1,moderate
2729,2019 Lexus GX 460 Base,49985,Starfire Pearl,Sepia,Four-wheel Drive,15–18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,19794,False,False,False,False,False,True,True,False,2019,AWD,Gasoline,False,4.6,V8,16.5,6,moderate
2730,2016 Volvo XC90 T6 Momentum,23999,Luminous Sand,Blond,AWD,20–25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,101133,True,False,True,False,False,True,True,False,2016,AWD,Gasoline,False,2.0,I4,22.5,8,moderate
2731,2017 Kia Sedona LX,16997,Aurora Black,Camel,Front-wheel Drive,18–24,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,119881,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,False,3.3,V6,21.0,6,cheap
2732,2013 Chevrolet Equinox 2LT,12995,Gray,Gray,All-wheel Drive,Transmission,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,100787,True,False,True,True,False,True,True,False,2013,AWD,Gasoline,False,2.4,I4,-1.0,6,cheap
2733,2016 Land Rover Range Rover 3.0L Supercharged HSE,45995,Santorini Black,Cirrus / Ebony,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,60974,True,True,True,False,False,True,True,False,2016,AWD,Gasoline,False,3.0,V6,20.0,8,moderate
2734,2018 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,71984,Black,Black,All-wheel Drive,17–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,28119,False,False,True,False,True,True,True,True,2018,AWD,Gasoline,True,3.0,V6,19.5,9,expensive
2735,2019 RAM 1500 Laramie,45078,Flame Red Clearcoat,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,40132,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
2736,2018 Subaru Forester 2.5i Premium,25289,Ice Silver Metallic,Black,All-wheel Drive,26–32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,27049,True,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,H4,29.0,-1,moderate
2737,2020 Toyota RAV4 LE,31500,Magnetic Gray Metallic,Black,Front-wheel Drive,27–35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10537,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.5,I4,31.0,8,moderate
2738,2013 Tesla Model S Performance,38995,Gray,Black,Rear-wheel Drive,Transmission,Electric,1-Speed Automatic,Electric,36412,True,False,True,True,False,True,False,False,2013,RWD,Electric,False,0.0,E,0.0,0,moderate
2739,2016 Honda Accord EX-L,18500,Lunar Silver Metallic,Gray,Front-wheel Drive,27–37,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,121013,True,False,True,True,False,True,True,False,2016,FWD,Gasoline,False,2.4,I4,32.0,-1,cheap
2740,2018 Ford F-150 Lariat,48998,Shadow Black,Black,Four-wheel Drive,19–24,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,33655,False,False,True,True,True,True,True,True,2018,AWD,Gasoline,True,2.7,V6,21.5,10,moderate
2741,2020 Chevrolet Silverado 1500 Base,56750,Silver Ice Metallic,Black,Four-wheel Drive,16–19,Gasoline,10-Speed Automatic,8 Cylinder Engine,24817,False,True,False,True,True,True,True,False,2020,AWD,Gasoline,False,-1.0,,17.5,10,moderate
2742,2021 Tesla Model 3 Long Range,64973,Midnight Silver Metallic,White / Black,All-wheel Drive,141–127,Electric,1-Speed Automatic,Electric,11374,True,True,True,False,False,True,True,True,2021,AWD,Electric,False,0.0,E,0.0,0,expensive
2743,2016 Mercedes-Benz S-Class S 550 4MATIC,51692,designo Diamond White Metallic,Brown,All-wheel Drive,16–26,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,62492,False,False,True,False,False,True,True,True,2016,AWD,Gasoline,True,4.7,V8,21.0,7,moderate
2744,2018 Cadillac XT5 Luxury,33912,Radiant Silver Metallic,Cirrus,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,45252,True,True,True,True,False,True,True,True,2018,FWD,Gasoline,False,3.6,V6,22.5,8,moderate
2745,2019 RAM 1500 Big Horn,45854,Patriot Blue Pearlcoat,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,20127,False,False,True,True,False,True,True,False,2019,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
2746,2019 Ford Edge SEL,27862,Oxford White,Ebony,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,66984,True,False,False,True,False,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
2747,2019 Ford F-150 Platinum,59874,Black,Black,Four-wheel Drive,16–22,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,17305,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.5,V6,19.0,10,moderate
2748,2018 Toyota RAV4 XLE,29988,Magnetic Gray Metallic,Ash,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,36086,False,False,True,False,False,True,True,True,2018,AWD,Gasoline,False,2.5,I4,25.0,6,moderate
2749,2019 RAM 1500 Laramie,47944,Diamond Black,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,38252,False,True,True,True,False,True,True,True,2019,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
2750,2014 Mercedes-Benz E-Class E 350 4MATIC,22687,Black,Black,All-wheel Drive,21–29,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,63000,False,False,False,False,False,True,True,False,2014,AWD,Gasoline,False,3.5,V6,25.0,7,moderate
2751,2021 Honda HR-V LX,22500,Platinum White Pearl,Gray,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,14178,False,False,False,False,False,True,True,False,2021,AWD,Gasoline,False,1.8,I4,29.0,-1,moderate
2752,2017 Jeep Grand Cherokee Laredo,26000,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,40479,False,False,False,False,False,True,True,False,2017,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
2753,2017 Kia Forte LX,13992,Aurora Black Pearl,Black,Front-wheel Drive,29–38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,62895,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,False,2.0,I4,33.5,6,cheap
2754,2016 Acura RDX Base,20969,Black,–,Front-wheel Drive,20–29,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,94676,True,False,True,False,False,True,True,True,2016,FWD,Gasoline,False,3.5,V6,24.5,6,moderate
2755,2020 Ford Explorer ST,49880,White,Black,Four-wheel Drive,18–24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,31428,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,3.0,V6,21.0,10,moderate
2756,2018 Toyota Sienna XLE,32427,Predawn Gray Mica,Bisque,Front-wheel Drive,19–27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,47301,False,False,True,False,False,True,True,False,2018,FWD,Gasoline,False,3.5,V6,23.0,8,moderate
2757,2019 Acura RDX Base,33500,Black,Ebony,Front-wheel Drive,22–28,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,27019,True,False,False,False,True,True,True,False,2019,FWD,Gasoline,True,2.0,I4,25.0,10,moderate
2758,2019 Mazda CX-5 Grand Touring,27400,Deep Crystal Blue Mica,Parchment,Front-wheel Drive,25–31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,46428,True,False,True,False,True,True,True,False,2019,FWD,Gasoline,False,2.5,I4,28.0,6,moderate
2759,2019 BMW 530e iPerformance,41950,Black Sapphire Metallic,Black,Rear-wheel Drive,Transmission,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,18379,False,False,True,False,False,True,True,False,2019,RWD,Hybrid,True,2.0,I4,-1.0,8,moderate
2760,2020 RAM 3500 Tradesman,65990,Diamond Black,Diesel Gray / Black,Four-wheel Drive,Transmission,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,29922,False,False,False,False,True,True,True,False,2020,AWD,Diesel,True,6.7,I6,-1.0,-1,expensive
2761,2020 Ford F-150 XL,32200,Silver,Medium Earth Gray,Rear-wheel Drive,Transmission,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,13875,False,False,False,False,False,True,True,False,2020,RWD,Gasoline,False,5.0,V8,-1.0,10,moderate
2762,2018 Honda Accord Touring 2.0T,33890,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33194,True,False,True,True,True,True,True,False,2018,FWD,Gasoline,True,2.0,I4,27.0,10,moderate
2763,2020 Honda Civic Sport,26997,Platinum White Pearl,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,13905,False,False,False,True,True,True,True,False,2020,FWD,Gasoline,False,2.0,I4,33.0,-1,moderate
2764,2019 Dodge Challenger SXT,27634,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,19–30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22204,False,False,False,False,True,True,True,False,2019,RWD,Gasoline,False,3.6,V6,24.5,8,moderate
2765,2018 Ford Expedition Limited,50991,Shadow Black,Ebony,Rear-wheel Drive,17–24,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,46653,False,True,True,True,True,True,True,False,2018,RWD,Gasoline,True,3.5,V6,20.5,10,moderate
2766,2019 Toyota Camry SE,22585,Blue,Gray,Front-wheel Drive,28–39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,23131,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.5,I4,33.5,8,moderate
2767,2018 Dodge Durango R/T,41988,White Knuckle Clearcoat,Black,All-wheel Drive,14–22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,65525,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,False,5.7,V8,18.0,8,moderate
2768,2013 Toyota Tundra TUNDRA-GRADE 5.7L,22995,Black,Graphite,4WD,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,62593,False,False,False,False,False,False,True,False,2013,AWD,Gasoline,False,5.7,V8,15.0,6,moderate
2769,2018 Ford Expedition Limited,63500,Shadow Black,Ebony,Four-wheel Drive,17–22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,18586,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,3.5,V6,19.5,10,expensive
2770,2018 BMW X5 M Base,76555,–,–,All-wheel Drive,14–19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,37740,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,True,4.4,V8,16.5,8,expensive
2771,2020 Kia Telluride S,42998,Ebony Black,Black,Front-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,31304,True,False,False,True,True,True,True,True,2020,FWD,Gasoline,False,3.8,V6,23.0,8,moderate
2772,2019 Mercedes-Benz C-Class C 300,32899,Black,AMG Silk Beige,Rear-wheel Drive,23–34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,36130,False,False,False,True,True,True,True,False,2019,RWD,Gasoline,True,2.0,I4,28.5,9,moderate
2773,2016 Lexus IS 200t Base,25999,Eminent White Pearl,Black,Rear-wheel Drive,22–33,Gasoline,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,35656,False,False,False,False,False,True,True,False,2016,RWD,Gasoline,True,2.0,I4,27.5,8,moderate
2774,2019 Ford Expedition Limited,65988,Agate Black Metallic,Ebony,Four-wheel Drive,17–22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,15991,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.5,V6,19.5,10,expensive
2775,2020 Mazda CX-5 Grand Touring,31357,Deep Crystal Blue Mica,Parchment,Front-wheel Drive,25–31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,11731,True,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.5,I4,28.0,6,moderate
2776,2016 Mercedes-Benz C-Class C 300,25987,Black,Black,Rear-wheel Drive,25–34,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48405,False,False,False,False,False,True,True,False,2016,RWD,Gasoline,True,2.0,I4,29.5,7,moderate
2777,2020 Lexus RX 350 Base,48900,Eminent White Pearl,Black,Front-wheel Drive,20–27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,25973,False,False,False,True,False,True,True,False,2020,FWD,Gasoline,False,3.5,V6,23.5,8,moderate
2778,2020 RAM 1500 Limited,63985,Bright White Clearcoat,Indigo,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,24731,True,True,True,True,False,True,True,False,2020,AWD,Gasoline,False,5.7,V8,21.5,8,expensive
2779,2019 Chevrolet Traverse LS,33292,Mosaic Black Metallic,Jet Black,Front-wheel Drive,18–27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,45359,False,False,False,False,True,True,True,True,2019,FWD,Gasoline,False,3.6,V6,22.5,9,moderate
2780,2020 Volvo V90 Cross Country T6,52999,Osmium Gray Metallic,Charcoal,All-wheel Drive,20–30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,27934,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,2.0,I4,25.0,8,moderate
2781,2007 Lexus GX 470 ,23500,Savannah Metallic,–,Four-wheel Drive,15–19,Gasoline,5-Speed Automatic,4.7L V8 32V MPFI DOHC,82688,True,False,False,False,False,False,True,False,2007,AWD,Gasoline,False,4.7,V8,17.0,5,moderate
2782,2019 BMW X5 xDrive40i,56977,Black Sapphire Metallic,Black,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,19372,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,23.0,8,moderate
2783,2017 Porsche 911 Carrera S,110898,GT Silver Metallic,Black,Rear-wheel Drive,20–29,Gasoline,7-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,41399,False,False,True,False,True,True,True,False,2017,RWD,Gasoline,True,3.0,H6,24.5,7,expensive
2784,2012 Audi S5 4.2 Prestige quattro,29919,Monsoon Gray Metallic,Black,All-wheel Drive,16–24,Gasoline,6-Speed Automatic,4.2L V8 32V GDI DOHC,37206,False,False,False,False,False,True,True,False,2012,AWD,Gasoline,False,4.2,V8,20.0,6,moderate
2785,2017 Cadillac XT5 Luxury,29000,Stellar Black Metallic,Cirrus,FWD,19–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,45776,False,True,False,True,False,True,True,True,2017,FWD,Gasoline,False,3.6,V6,23.0,8,moderate
2786,2021 Dodge Charger Scat Pack,48995,Sinamon Stick,Black,Rear-wheel Drive,15–24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,13455,False,True,True,True,False,True,True,False,2021,RWD,Gasoline,False,6.4,V8,19.5,8,moderate
2787,2019 Chevrolet Trax LT,14495,White,Black,AWD,24–29,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,14051,False,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,1.4,I4,26.5,6,cheap
2788,2018 Mercedes-Benz C-Class C 300,34489,Black,Black,Rear-wheel Drive,24–33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,29044,True,False,False,True,False,True,True,True,2018,RWD,Gasoline,True,2.0,I4,28.5,9,moderate
2789,2020 Lexus NX 300 Base,42938,Caviar,Caramel,All-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,15635,False,False,True,True,True,True,True,True,2020,AWD,Gasoline,True,2.0,I4,25.0,6,moderate
2790,2015 Toyota Highlander Limited,25995,Alumina Jade Metallic,Parchment,All-wheel Drive,18–24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,89055,True,False,True,False,False,True,True,True,2015,AWD,Gasoline,False,3.5,V6,21.0,6,moderate
2791,2015 BMW M3 Base,49400,Black Sapphire Metallic,Black,Rear-wheel Drive,17–26,Gasoline,–,3.0L I6 24V GDI DOHC Twin Turbo,48210,True,False,True,False,False,True,True,False,2015,RWD,Gasoline,True,3.0,I6,21.5,-1,moderate
2792,2018 Dodge Challenger SXT,27546,Billet Clearcoat,Black,Rear-wheel Drive,19–30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,59353,True,True,True,False,True,True,True,False,2018,RWD,Gasoline,False,3.6,V6,24.5,8,moderate
2793,2018 Cadillac XT5 Luxury,38690,Stellar Black Metallic,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,21477,True,True,False,True,False,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
2794,2015 Ford F-150 Lariat,29500,Black,Medium Light Camel,Four-wheel Drive,Transmission,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,106870,True,True,True,True,False,True,True,True,2015,AWD,Gasoline,True,3.5,V6,-1.0,6,moderate
2795,2019 Lincoln Nautilus Reserve,46380,Infinite Black Metallic,Ebony,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,19753,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,True,2.7,V6,22.5,8,moderate
2796,2019 Jeep Grand Cherokee Laredo,34946,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22121,False,False,False,False,True,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
2797,2019 BMW X5 xDrive40i,55995,Black Sapphire Metallic,Black,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,40116,True,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,23.0,8,moderate
2798,2015 Land Rover Range Rover Sport Supercharged HSE,38412,Fuji White,Ebony / Ivory,Four-wheel Drive,17–22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,74579,True,True,True,False,False,True,True,True,2015,AWD,Gasoline,False,3.0,V6,19.5,8,moderate
2799,2019 BMW X6 xDrive50i,67995,Black Sapphire Metallic,Coral Red / Black,All-wheel Drive,17–22,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,24132,False,False,True,False,True,True,True,False,2019,AWD,Gasoline,True,4.4,V8,19.5,8,expensive
2800,2018 Chevrolet Traverse LT Cloth,36500,Mosaic Black Metallic,Jet Black,All-wheel Drive,17–25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,30805,True,False,False,True,True,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.0,9,moderate
2801,2018 Toyota Prius Three,23990,Midnight Black Metallic,Black,Front-wheel Drive,54–50,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,27416,False,False,True,False,False,True,True,True,2018,FWD,Hybrid,False,1.8,I4,50.0,-1,moderate
